trial_id,max_num_of_clusters,max_dissimilarity_distance,similarity_threshold,window_size,metric,similarity_vectors,embedding_distance_metric,distance_metric,number_of_permutations,ngrams,char_tokenization,num_of_comparisons,diffObjectsComparedSuccess,sameObjectsCompared,sameObjectsComparedSuccess,selection_variance,selectedNumOfPrototypes,averageBucketSize,prototypesTime,embeddingsTime,wtaTime,similarityTime,Accuracy,Precision,Recall,F1,Time
24,565,0.17031571515326469,0.6199564275448579,78,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,412623,376690,16514,13026,,470,97,5.867003679275513,20.931292295455933,0.5414018630981445,221.9023151397705,97.33507316840651,41.19307553650988,70.48417132216015,51.99733831326336,250.01785445213318

25,761,0.37003589213910604,0.5835521098312799,69,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,407265,365318,17149,13365,,489,127,9.687481164932251,19.69194483757019,0.6929998397827148,223.05067706108093,96.8335001668335,36.32284382284382,72.54422718808193,48.407890649269966,253.91509890556335

26,741,0.26803695364114927,0.5508487352718031,60,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,262804,219625,15966,12918,,573,105,9.438450574874878,22.410786628723145,0.6299993991851807,180.1535563468933,96.25160875160876,31.408769964305254,70.15246741154563,43.39062359398903,213.48979353904724

27,821,0.3719709968983368,0.598988772754697,70,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,366813,331197,16401,13245,,515,126,12.145263433456421,21.778470993041992,0.6909997463226318,233.32111120224,97.2677439344106,40.515817977676505,71.39781191806331,51.69595078582565,268.68797540664673

28,272,0.2730625298052059,0.6293672671324454,86,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,282967,249523,16001,12392,,208,141,1.2989704608917236,8.98957085609436,0.2719998359680176,153.8750491142273,97.37237237237237,41.206447882029785,66.34660148975792,50.83831267279052,165.16618704795837

29,776,0.1592628788655956,0.5675313105406818,66,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,452221,403546,16424,13004,,655,92,9.96691370010376,27.04450750350952,0.6461765766143799,258.49705052375793,95.83452500119168,29.21666315814095,72.6897113594041,41.68043111934197,296.93668031692505

30,615,0.13982133115802883,0.5658859262742882,45,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,356756,306786,16286,13254,,528,68,6.590138673782349,20.87976837158203,0.3959958553314209,196.59407353401184,95.60322226988893,28.15021725636251,73.8943202979516,40.76928016438707,225.17605352401733

31,699,0.14860893750220114,0.5653612138211264,45,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,373817,326147,15539,13004,,592,69,8.44746470451355,24.359137535095215,0.4420316219329834,208.1779589653015,95.87706754373421,29.291728107311037,71.67132216014897,41.58703359783893,242.18479681015015

32,614,0.23249124547028888,0.565926091123965,55,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,223786,185196,15136,12603,,487,67,6.841497898101807,21.53104567527771,0.41399717330932617,131.2771351337433,96.66762000095333,34.41656065687522,69.27374301675978,45.986247392412885,161.00567173957825

33,511,0.13514018142321807,0.5748671520854159,45,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,282174,239043,15006,12609,,431,73,4.377664566040039,17.46472191810608,0.3620035648345947,151.1547827720642,96.31750798417465,31.785107287019333,69.6520018621974,43.6506199854121,174.13032698631287

34,411,0.2650326872455991,0.5920852314072271,35,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,389906,344260,16114,12712,,324,54,3.2020158767700195,13.180059909820557,0.30174684524536133,186.6629660129547,96.08477525144193,30.481030316618092,71.20577281191807,42.68843651333578,204.0887851715088

35,804,0.1511143003250281,0.5614937765179088,48,kendal,initial,euclid_jaccard,euclid_jaccard,2,3,True,294872,254647,14487,12127,,680,48,10.976945638656616,27.165417432785034,0.3349881172180176,178.29055738449097,96.42130225463559,32.503472884264426,69.44250465549348,44.280757741618274,217.50880312919617

36,715,0.19201840219783084,0.6096924159216772,64,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,365738,329872,16368,12767,,585,106,8.491105794906616,24.683464765548706,0.6429479122161865,213.30821704864502,97.27882644549311,40.519410797570714,70.27467411545624,51.401451465298905,247.85973405838013

37,597,0.28814996956671285,0.5732977001751319,97,kendal,initial,euclid_jaccard,euclid_jaccard,2,3,True,207672,173712,13327,11419,,459,64,6.113534212112427,19.833585262298584,0.2720038890838623,99.9414758682251,96.87508937508937,35.6991424864728,65.65409683426444,46.25002562157952,126.88993740081787

38,654,0.2239987423742221,0.5502701908546668,60,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,417421,357039,16925,13403,,521,91,7.211578369140625,21.002894639968872,0.5549981594085693,250.981853723526,94.5953095953096,23.825540771575113,74.6101024208566,36.117527748042136,280.49782514572144

39,596,0.22593633107160205,0.5508307427119401,57,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,330096,273510,15237,12979,,477,72,6.085327625274658,20.155999422073364,0.46399903297424316,179.17973923683167,94.91396158062825,24.691284494738934,72.37546554934823,36.8209136394588,206.66609907150269

40,660,0.3329025896993121,0.5893760887258302,88,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,310176,270926,16031,13002,,473,109,7.184826612472534,19.58555507659912,0.4909987449645996,176.53108024597168,96.92275608942276,36.99141695527782,71.47928305400373,48.75270396316657,204.6973135471344

41,657,0.2379701696247195,0.5597955488441936,39,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,401690,348230,16709,13860,,519,81,7.571301460266113,21.522403717041016,0.5133340358734131,249.42685556411743,95.5069355069355,27.77585235887883,74.62174115456239,40.483030781373316,279.76242876052856

42,645,0.23886603697289144,0.5587582391217667,38,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,469566,412030,16917,13273,,507,75,6.623698472976685,20.962037086486816,0.5360004901885986,272.7463767528534,95.04361504361505,25.54014510762817,74.15619180633148,37.99457348161841,301.7452666759491

43,651,0.23426887068753272,0.556426851771096,38,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,428696,371358,16504,13557,,516,80,8.46355128288269,21.512495756149292,0.520031213760376,260.9646408557892,94.91419991419991,25.09670613058258,74.75558659217877,37.57788503729706,292.1892430782318

44,654,0.40768798569104825,0.557774279757746,38,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,453247,399570,16971,13378,,396,84,7.064781665802002,15.460709810256958,0.4090006351470947,250.73812460899353,95.54411554411556,27.816808641433216,73.73137802607076,40.39405725945291,274.3816874027252

45,679,0.30877703357816744,0.5589989036045223,41,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,316039,273925,15591,12946,,501,64,7.994194030761719,20.687674283981323,0.455000638961792,198.61762809753418,96.49053815720482,33.1769804696072,70.38524208566108,45.096942580164054,228.54246425628662

46,631,0.1248793882479362,0.7045453646215099,31,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,394887,370991,17349,11638,,540,70,6.844077825546265,22.158533096313477,0.6360006332397461,248.63778829574585,98.5042185042185,63.40898564150069,63.73370577281192,63.57093104248898,279.0017840862274

47,714,0.2390963886344317,0.7498139978854812,49,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,310751,292284,15273,9660,,559,64,8.163794040679932,22.831679344177246,0.46200132369995117,185.35309863090515,98.70978120978121,75.77231817076138,54.38198324022346,63.31944303282854,217.5266134738922

48,594,0.8982902482858686,0.5563764119205575,36,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,215586,119053,12269,10825,,12,40,4.734106063842773,0.4859628677368164,0.049036264419555664,150.82135939598083,89.20074836741504,11.384071764347086,62.99464618249534,19.283353967561215,156.9485547542572

49,636,0.1832079548182509,0.5773805244556556,42,kendal,initial,euclid_jaccard,euclid_jaccard,1,3,True,108749,87157,8634,7818,,526,23,6.3664374351501465,20.24924921989441,0.1309957504272461,69.0851662158966,97.339720673054,37.62995764343473,45.495810055865924,41.19072708113804,96.62184715270996

50,729,0.35515044119584016,0.6025740569748388,32,kendal,initial,euclid_jaccard,euclid_jaccard,2,3,True,277705,249590,14171,10827,,505,37,9.475959300994873,20.859583377838135,0.3380012512207031,153.89632892608643,97.65432098765432,44.7925345775704,62.56983240223464,52.2093813732155,185.28840804100037

51,655,0.40887338643552756,0.5581944107899447,37,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,413366,361564,16488,13216,,397,72,7.301674842834473,16.34354519844055,0.3960001468658447,212.91971588134766,95.64636064636065,28.334378359011108,73.6324487895717,40.92173350582147,237.69997429847717

52,683,0.43107964210074534,0.5512492332155293,39,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,498679,447700,16812,13037,,386,95,8.194000959396362,16.366542100906372,0.4120008945465088,240.94899940490723,95.64493064493065,28.100257883545222,72.28817504655494,40.46913178042026,266.6739823818207

53,647,0.5301833160237786,0.5614851240560326,45,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,321915,279307,16196,12930,,240,87,7.327292442321777,10.6085045337677,0.2848663330078125,172.72940397262573,96.50555317221983,33.38897706748399,71.00209497206704,45.41935003536464,191.74009776115417

54,610,0.30749578886640366,0.5849160456027038,35,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,395254,349457,16820,13434,,454,76,6.6459925174713135,19.33043670654297,0.47899913787841797,220.35993647575378,96.31810381810382,32.044936758582764,71.21159217877096,44.20003250799155,247.5952126979828

55,521,0.2512709835616145,0.5756416566198869,51,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,356440,307793,15751,13090,,404,77,5.013548135757446,17.14351224899292,0.3378572463989258,177.28628373146057,95.67341150674484,28.238159182465804,72.20088454376163,40.59815775265458,200.4940173625946

56,574,0.10179052937035832,0.5506202009928806,30,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,431401,369410,16625,13849,,492,72,5.259999752044678,19.753209829330444,0.523998498916626,252.24721217155457,94.81135897802564,24.692258944174526,74.82541899441341,37.13126470970444,278.5854218006134

57,575,0.12100102401581579,0.5704601995476761,43,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,459760,405470,16382,13128,,492,83,6.019951581954956,20.681785821914673,0.5390024185180664,231.4694163799286,95.28611945278612,26.60266465876054,74.0165270018622,39.13839526117393,259.51154232025146

58,485,0.11787926537872605,0.5512868132328042,30,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,422068,357402,16310,13550,,410,84,4.112069129943848,16.52262043952942,0.42600226402282715,213.3607714176178,94.27737261070594,22.80215903478445,75.22695530726257,34.99648058909524,235.20447206497192

59,464,0.1740592002525167,0.6686426323954939,30,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,555363,525494,17230,12482,,384,95,3.741802453994751,16.161065340042114,0.5279972553253174,276.17811918258667,97.96570379903713,50.24718904493153,66.83542830540037,57.366199645363494,297.3859443664551

60,510,0.21149960029759035,0.5500777956751005,33,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,533198,465647,16552,13518,,408,73,4.602000713348389,17.55806612968445,0.4535350799560547,284.48637866973877,93.94978311644978,21.71525777710407,75.02909683426444,33.68209308097235,308.0239770412445

61,453,0.20359902727068818,0.5510095521672788,33,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,467719,402964,16545,13602,,366,68,3.4822564125061035,14.730701208114624,0.37659144401550293,254.9106240272522,94.56766290099623,23.87024361522043,75.49464618249534,36.271878320192364,274.2702124118805

62,484,0.10290714441437611,0.5529088124091832,33,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,507137,442975,16188,13553,,410,75,4.025002479553223,16.763444185256958,0.5470016002655029,264.4318788051605,94.45028361695029,23.460670098437642,75.58775605214153,35.80752319122249,286.5323235988617

63,449,0.1095074231260992,0.5551820402502817,33,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,462836,404562,16811,13632,,387,78,3.385514259338379,15.702511310577393,0.4100005626678467,233.7081515789032,94.8596215262882,24.95077410138605,75.2153165735568,37.47137100281217,253.9761791229248

64,445,0.1027893344199202,0.5537109025390713,33,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,529442,463280,17199,13653,,385,79,3.4586167335510254,16.221516132354736,0.41300034523010254,244.63945841789246,94.19860336527003,22.59383646266553,75.5586592178771,34.78587024956129,265.4725937843323

65,445,0.10772325201850294,0.5500830423037937,33,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,553444,482720,17314,14328,,385,101,3.3176372051239014,14.895957231521606,0.5270090103149414,309.1671485900879,94.22839506172839,22.82175720572631,76.35009310986965,35.13987652833019,328.6357820034027

66,449,0.10667338529455438,0.5810702217675539,34,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,449417,396216,16380,13317,,388,100,3.2735984325408936,15.08409309387207,0.4969947338104248,243.4320216178894,95.47952714619382,27.191786844882166,71.97974860335195,39.47217258105694,263.012775182724

67,386,0.1373635373883731,0.565113438471521,33,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,406251,348681,16262,13313,,329,69,2.4554944038391113,13.328243970870972,0.3580005168914795,225.30132389068604,94.86975070308404,24.949156481822232,74.9592644320298,37.43769345908477,242.16409873962402

68,492,0.16984105558857712,0.5700606065629176,33,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,438791,380976,16836,13634,,403,86,4.11454439163208,16.207975387573242,0.5325522422790527,250.3107452392578,95.01859001859002,25.56574559313959,74.94762569832403,38.12611012433393,271.89886140823364

69,444,0.20619982848498317,0.5546747221646534,35,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,514614,449366,17467,13971,,360,93,3.318998336791992,14.623441696166992,0.45800018310546875,272.2737863063812,94.31026264359598,23.01511619693438,75.84380819366852,35.314041077331595,291.44125986099243

70,440,0.11786379331760669,0.5640718256453815,36,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,514730,451959,17506,13867,,380,107,3.1742708683013916,15.50038743019104,0.48600029945373535,280.93113255500793,94.80444730444731,24.7287756156363,75.20949720670392,37.21975031318848,300.8347587585449

71,439,0.10178538397839727,0.5648382146527742,30,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,547289,482255,16861,13564,,380,95,3.1412675380706787,14.619206666946411,0.4759984016418457,277.7907021045685,94.38200104866772,23.20214669051878,75.47718808193669,35.4934048492146,296.7291724681854

72,410,0.16166603823740305,0.5549659724637453,30,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,437469,370423,16598,13781,,347,96,2.8595130443573,13.979480504989624,0.4939999580383301,231.54249024391174,94.21731255064589,22.68909027535727,75.76233705772812,34.920336891797646,249.62251567840576

73,402,0.1558697354195396,0.573695853165206,30,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,538413,471594,17095,14075,,341,88,2.82899808883667,14.317864656448364,0.4700014591217041,288.88733649253845,94.4393202726536,23.340990070357577,75.09892923649907,35.61326287031032,307.2231967449188

74,482,0.13941581072454232,0.5688232815310779,35,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,508848,445426,16764,13814,,405,108,3.92810320854187,16.189454555511475,0.5890345573425293,260.6349940299988,94.92957242957243,25.212547639988276,75.06983240223464,37.74744326910416,282.0795876979828

75,347,0.19441029881350927,0.6389580231509473,31,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,513219,474165,17618,12946,,283,91,2.0109989643096924,11.577706336975098,0.3800029754638672,275.1590654850006,97.09328375995042,38.57903409811129,70.84497206703911,49.954862535904795,289.8705732822418

76,427,0.17162312418917702,0.5634665120334265,40,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,520631,456042,16664,13676,,358,99,3.174760341644287,14.993524312973022,0.4959988594055176,291.46827602386475,94.3922493922494,23.25418994413408,75.57611731843575,35.56523167926389,310.87656235694885

77,430,0.6602559787341136,0.586128384933098,43,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,285421,238832,16866,13614,,96,109,3.567997932434082,4.134628772735596,0.1750044822692871,147.6359519958496,96.08096191429524,30.858870279626515,73.66154562383612,43.49603972303833,156.2819435596466

78,373,0.20510316196994885,0.5630571946266336,40,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,496752,431675,16809,13705,,301,102,2.482112407684326,13.259690761566162,0.4230351448059082,240.93817520141602,94.36507936507937,23.19883186723174,75.8147113594041,35.526710479670584,257.9470739364624

79,389,0.20345296897162055,0.5799603707955172,40,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,483970,425778,16871,13420,,313,98,2.627084493637085,12.039068222045898,0.39102983474731445,240.6180772781372,94.95781495781496,25.227729800070982,74.45879888268156,37.6866660775824,256.4242916107178

80,301,0.17452838031878753,0.5718430193498442,36,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,506502,444161,16764,13436,,248,107,1.5859465599060059,10.086174249649048,0.4770028591156006,242.502831697464,94.58243958243958,23.440904650988053,72.61987895716946,35.44163589889236,255.3949556350708

81,415,0.15728892493363653,0.5629515984296057,34,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,602006,535085,16626,13526,,352,91,3.224952459335327,14.637427806854248,0.5659992694854736,299.91074657440186,94.19443252776585,22.539013515396405,75.30842644320298,34.69436997319035,319.043509721756

82,361,0.13229257969863897,0.5547781116612258,32,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,554711,480399,17508,14313,,307,93,2.158360481262207,11.861551523208618,0.382509708404541,293.22407603263855,93.6096811096811,20.849532037437005,75.83798882681563,32.707149041900394,308.42550015449524

83,365,0.19066591747864395,0.5551917338992063,41,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,477198,404379,17141,13879,,298,116,2.3989999294281006,12.790550470352173,0.39696764945983887,241.3472602367401,93.6616378283045,21.085430686946886,76.39664804469274,33.049279375668696,257.65577459335327

84,334,0.14155873002720692,0.5555134988338314,41,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,510378,442330,17144,13682,,286,114,1.8390064239501953,11.363128900527954,0.37803006172180176,252.6481192111969,93.96813480146814,21.914954385847015,75.90782122905027,34.010820676618216,266.9222881793976

85,321,0.1835493699122777,0.5598178789938203,47,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,447816,384190,16407,13460,,265,116,1.9885506629943848,11.246634483337402,0.3780028820037842,236.90622067451477,94.54466371133037,23.577461144684076,74.24348230912476,35.78932603969423,251.26349711418152

86,262,0.13244572685263373,0.5556933140995554,41,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,354944,296796,15498,13063,,218,132,1.06526517868042,8.620360612869263,0.2830228805541992,185.817236661911,94.93076409743077,24.363511354674326,70.11173184357543,36.16117655886546,196.49682569503784

87,364,0.15605533755601414,0.5624691796031779,43,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,512960,443365,16709,13749,,306,100,2.3573169708251953,11.84934401512146,0.432999849319458,250.20944452285767,94.0627532294199,22.04559858853355,74.89525139664805,34.064290724296285,265.626101732254

88,319,0.2116621436730109,0.577100180710495,37,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,392174,340104,16807,13613,,258,106,1.7769999504089355,10.4233078956604,0.33699893951416016,194.18477654457092,95.82379999046667,29.06930414606136,72.17760707635009,41.446258207882906,207.4421181678772

89,343,0.7459986177038722,0.5687931353329327,40,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,225199,173490,14287,12199,,46,96,2.098036766052246,2.049461603164673,0.11099767684936523,107.88622522354126,95.39658706325373,26.042271772644,67.83054003724395,37.63520712924994,112.86164712905884

90,374,0.280086737595879,0.7043869456541403,46,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,486179,460933,16109,11646,,291,114,2.419443368911743,12.001084089279175,0.3709726333618164,252.01014947891235,98.24669908003241,56.44261354747875,62.98882681564246,59.53631638293776,267.5426833629608

