trial_id,max_num_of_clusters,max_dissimilarity_distance,similarity_threshold,window_size,metric,similarity_vectors,embedding_distance_metric,distance_metric,number_of_permutations,ngrams,char_tokenization,num_of_comparisons,diffObjectsComparedSuccess,sameObjectsCompared,sameObjectsComparedSuccess,selection_variance,selectedNumOfPrototypes,averageBucketSize,prototypesTime,embeddingsTime,wtaTime,similarityTime,Accuracy,Precision,Recall,F1,Time
0,361,0.054796811891226795,0.6492484829056695,80,kendal,initial,euclid_jaccard,euclid_jaccard,5,2,False,352149,222166,344,41,,228,10,0.6449944972991943,1.2410082817077637,0.453991174697876,380.4337556362152,99.38428688841753,2.137643378519291,11.918604651162791,3.6251105216622457,383.43281149864197
1,337,0.7652490052903616,0.5093841490896608,55,kendal,initial,euclid_jaccard,euclid_jaccard,2,2,False,352196,210295,344,41,,218,4,0.4710056781768799,0.9960484504699707,0.14795255661010742,275.782329082489,99.3882410093176,2.153361344537815,11.918604651162791,3.6476868327402134,278.0274279117584
2,275,0.1484084310868713,0.5266278681235909,27,kendal,initial,euclid_jaccard,euclid_jaccard,2,2,False,352124,162709,344,41,,189,4,0.2149982452392578,0.8399918079376221,0.139007568359375,262.28013825416565,99.41281304633948,2.2564667033571824,11.918604651162791,3.794539565016196,264.0991299152374
3,310,0.7795393329959688,0.661518265109604,50,kendal,initial,euclid_jaccard,euclid_jaccard,5,2,False,352143,188814,344,41,,204,10,0.25300073623657227,0.846043586730957,0.3379535675048828,354.3246464729309,99.39699656273919,2.189001601708489,11.918604651162791,3.6986919260261617,356.3706634044647
4,230,0.43318295659568595,0.7499440217392784,29,kendal,initial,euclid_jaccard,euclid_jaccard,3,2,False,352275,136433,350,41,,170,6,0.26105594635009766,0.7200322151184082,0.17299628257751465,314.19029331207275,99.42326322300394,1.9796380090497736,10.174418604651162,3.3143939393939394,315.9493737220764
5,147,0.6939513785910526,0.7381651945433371,89,kendal,initial,euclid_jaccard,euclid_jaccard,5,2,False,352216,82827,344,35,,125,10,0.0549931526184082,0.5580418109893799,0.2509598731994629,338.4713525772095,99.46478149245469,2.1591610117211597,10.174418604651162,3.5623409669211203,339.91238737106323
6,120,0.05714752295178184,0.5148763986247504,83,kendal,initial,euclid_jaccard,euclid_jaccard,3,2,False,352140,56620,344,32,,100,6,0.03695344924926758,0.45699572563171387,0.15399861335754395,307.4588816165924,99.48737646902653,2.0846905537459284,9.30232558139535,3.4060670569451843,308.67387795448303
7,396,0.14755410585868622,0.7212145558743419,87,kendal,initial,euclid_jaccard,euclid_jaccard,4,2,False,352133,242593,344,41,,243,8,0.5010454654693604,0.9249973297119141,0.313995361328125,365.4803698062897,99.37807326986028,2.11340206185567,11.918604651162791,3.5901926444833627,367.85040402412415
8,211,0.17819236356331564,0.6887407277487159,70,kendal,initial,euclid_jaccard,euclid_jaccard,5,2,False,352139,122663,344,35,,160,10,0.12005257606506348,0.735055685043335,0.2991170883178711,359.2390491962433,99.43230121363268,2.0161290322580645,10.174418604651162,3.365384615384616,361.0832712650299
9,131,0.5230890742128578,0.5702028364982351,13,kendal,initial,euclid_jaccard,euclid_jaccard,4,2,False,352134,68368,344,35,,111,8,0.053002119064331055,0.5370006561279297,0.1560077667236328,329.80823802948,99.4777736039835,2.2222222222222223,10.174418604651162,3.647733194372069,331.13429045677185
10,286,0.33932621573916444,0.45938252939899243,8,kendal,initial,euclid_jaccard,euclid_jaccard,1,2,False,347997,171398,339,41,,194,2,0.35500502586364746,0.8540005683898926,0.059046030044555664,195.66963505744934,99.40321018129644,2.215018908698001,11.918604651162791,3.735763097949886,197.53568863868713
11,273,0.33110499250639575,0.4506252350544238,6,kendal,initial,euclid_jaccard,euclid_jaccard,1,2,False,349657,161018,341,41,,189,2,0.19800019264221191,0.7690553665161133,0.056987762451171875,208.16769456863403,99.41253060913232,2.255225522552255,11.918604651162791,3.7927844588344124,209.81174206733704
12,248,0.29340669212722764,0.45025002155801175,29,kendal,initial,euclid_jaccard,euclid_jaccard,1,2,False,350474,142792,342,35,,175,2,0.16999268531799316,1.4479985237121582,0.0820000171661377,229.84563088417053,99.41874422768959,1.961883408071749,10.174418604651162,3.289473684210526,232.23662042617798
