trial_id,max_num_of_clusters,max_dissimilarity_distance,similarity_threshold,window_size,metric,similarity_vectors,embedding_distance_metric,distance_metric,number_of_permutations,ngrams,char_tokenization,num_of_comparisons,diffObjectsComparedSuccess,sameObjectsCompared,sameObjectsComparedSuccess,selection_variance,selectedNumOfPrototypes,averageBucketSize,prototypesTime,embeddingsTime,wtaTime,similarityTime,Accuracy,Precision,Recall,F1,Time

0,324,0.6568568941637343,0.6306663836317625,73,kendal,initial,jaccard,jaccard,4,3,True,164705,141671,11605,9398,,39,84,1.896991491317749,1.429466724395752,0.07199597358703613,76.83654403686523,97.7102102102102,45.12411773179046,54.690409683426445,49.448843755754915,80.99702787399292

1,856,0.25887055329246234,0.6404310825784832,58,kendal,initial,jaccard,jaccard,1,3,True,156890,140483,11216,8753,,371,20,14.53870701789856,16.290278911590576,0.10299825668334961,83.4472713470459,98.37671004337672,62.77251864601262,50.93691806331471,56.23875610382933,115.20431685447693

2,517,0.27802771253714714,0.6827632129775849,37,kendal,initial,jaccard,jaccard,1,3,True,168042,151793,10775,9243,,213,17,5.315908908843994,9.422552108764648,0.0670003890991211,88.15377449989319,98.40137756804424,62.80491948087246,53.78840782122904,57.94802670762671,103.81023335456848

3,235,0.6169069872735918,0.5915442447617846,81,kendal,initial,jaccard,jaccard,2,3,True,164887,131447,10872,9588,,35,38,1.066997766494751,1.5683422088623047,0.046999216079711914,79.01196432113647,96.40545307211974,29.817141435501927,55.79608938547486,38.86501824077826,82.48629641532898

4,543,0.43830073179629114,0.6241696170833559,89,kendal,initial,jaccard,jaccard,4,3,True,226435,199515,14486,11572,,134,114,5.406338214874268,6.38922905921936,0.3209993839263916,144.20365810394287,97.88729205395872,48.7932332491918,64.11778398510242,55.415566452910845,157.10722398757935

5,287,0.4430359181711784,0.6783233720743514,69,kendal,initial,jaccard,jaccard,3,3,True,151296,133302,12022,10007,,76,70,1.6839990615844727,3.5179994106292725,0.1009986400604248,91.22068476676941,98.43772343772343,63.07277628032345,57.1927374301676,59.98901300128181,97.31868314743042

7,254,0.22902267946965074,0.6203380486206477,55,kendal,initial,jaccard,jaccard,3,3,True,318482,282948,15054,12075,,128,78,1.422313928604126,5.521429538726807,0.15599918365478516,184.8823161125183,97.04382954382955,37.85953177257525,69.16899441340783,48.93472488112147,192.89706134796143

8,738,0.3713469147908456,0.6840116368869255,61,kendal,initial,jaccard,jaccard,1,3,True,98358,87187,9295,7546,,215,33,7.842092037200928,8.294283866882324,0.06899905204772949,49.960309743881226,98.62791362791363,80.0891530460624,43.912942271880816,56.724047207396836,66.92161464691162

9,378,0.836379558429218,0.6147225083656808,59,kendal,initial,jaccard,jaccard,3,3,True,222368,134586,12924,10483,,8,21,1.5160036087036133,0.3745002746582031,0.028998374938964844,142.94849395751953,90.28087611420945,12.283662014740864,61.00442271880819,20.449646427700564,145.5735309123993

10,820,0.450914243583994,0.5570280274008974,33,kendal,initial,jaccard,jaccard,2,3,True,266369,213494,13332,11445,,162,37,5.712475538253784,6.069457769393921,0.10599899291992188,131.51794910430908,94.72353305686639,22.51683843219995,64.58915270018622,33.39250255731391,144.3829152584076

11,458,0.11569548886646708,0.7472914571224806,44,kendal,initial,jaccard,jaccard,5,3,True,467586,446420,16648,9757,,326,106,4.98603367805481,18.08393406867981,0.5780229568481445,257.43584871292114,98.52674102674102,67.83837785835863,53.34613594040968,59.72570609505815,281.88984274864197

12,693,0.1313736821283551,0.5551978454282432,30,kendal,initial,jaccard,jaccard,2,3,True,356077,315522,14578,12114,,477,33,8.06291127204895,18.596357822418213,0.2519972324371338,198.97753381729126,96.48171981505314,32.79995539696699,68.47067039106145,44.353136308805794,226.83680057525635

13,650,0.10791104762997548,0.5510133259960728,48,kendal,initial,jaccard,jaccard,2,3,True,211432,173522,13503,11719,,473,49,7.982215881347656,22.21698832511902,0.2780001163482666,122.94892930984497,96.5249773583107,32.94020454092243,67.28933891992551,44.22896704725841,154.19309878349304

14,673,0.23683440544059964,0.5854866963422669,99,kendal,initial,jaccard,jaccard,4,3,True,281020,245069,15686,12879,,311,121,6.937118291854858,11.34564208984375,0.39103174209594727,162.10755586624146,97.17908384575051,39.41874877682823,70.32704841713222,50.52046319133816,181.52134776115417

15,627,0.24326722300891213,0.5892736629139839,99,kendal,initial,jaccard,jaccard,4,3,True,265189,230413,14987,12479,,294,123,6.434486627578735,12.616930484771729,0.33400535583496094,147.86156511306763,97.11532961532961,38.48424228511462,68.29027001862198,49.22709063070244,168.2627465724945

16,448,0.33601951161793076,0.5882501494497994,94,kendal,initial,jaccard,jaccard,5,3,True,228898,190804,15126,12878,,150,158,3.6690003871917725,6.10158109664917,0.28299951553344727,128.39754366874695,96.89630106296772,36.448998317785595,69.3493947858473,47.78363640008822,139.18160939216614

17,427,0.603158810918077,0.58788752307579,100,kendal,initial,jaccard,jaccard,5,3,True,126541,101487,9542,8142,,68,130,3.023056983947754,3.0605926513671875,0.18006062507629395,72.33442044258118,97.0739787406454,34.42123953665342,47.38128491620112,39.87462657328958,79.47916316986084

18,617,0.34272073925345486,0.6640556283946589,90,kendal,initial,jaccard,jaccard,5,3,True,252568,229574,16134,12088,,194,157,6.527353048324585,8.682651281356812,0.34289002418518066,159.37976050376892,98.55450688784022,64.5447219983884,65.25837988826815,64.89958909659124,175.79062271118164

