trial_id,max_num_of_clusters,max_dissimilarity_distance,similarity_threshold,window_size,metric,similarity_vectors,embedding_distance_metric,distance_metric,number_of_permutations,ngramms,char_tokenization,num_of_comparisons,diffObjectsComparedSuccess,sameObjectsCompared,sameObjectsComparedSuccess,selection_variance,selectedNumOfPrototypes,averageBucketSize,prototypesTime,embeddingsTime,wtaTime,similarityTime,Accuracy,Precision,Recall,F1,Time
21,506,0.2681360291808774,0.5774870717620754,82,kendal,initial,euclid_jaccard,euclid_jaccard,2,3,False,650659,516181,15368,7763,,411,7,1.2279999256134033,4.007002830505371,0.3549981117248535,411.2631850242615,91.6870441870442,11.383367855096735,45.094273743016764,18.17797952074317,418.0080304145813

22,641,0.5448227793687821,0.5704814194419794,49,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,False,0,0,0,0,,511,16,1.8583085536956787,5.072619199752808,0.49199724197387695,0.017995834350585938,97.95223795223795,0.0,0.0,0.0,8.52083945274353

20,711,0.4539809313671438,0.5793542157355364,74,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,False,826305,705261,17067,7900,,595,17,2.5530056953430176,6.178255081176758,0.9249968528747559,653.8938801288605,92.2514180847514,12.335648038798873,45.58891992551211,19.417283216219904,664.6421329975128

23,707,0.43702226875018024,0.563740257661017,74,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,False,821942,697437,17307,8189,,591,17,2.155999183654785,5.514052391052246,0.5970015525817871,602.1445558071136,91.65677582344249,11.639727559215208,46.642225325884546,18.630219773834018,611.5536062717438

24,711,0.3532452949012921,0.5896927358188544,72,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,False,802958,677297,16769,7769,,590,21,2.311997652053833,5.370998382568359,0.7069990634918213,551.9536838531494,92.80363697030364,12.997379284356212,44.15735567970205,20.083371931449744,561.4436843395233

26,814,0.4451533312131625,0.6140548265911481,48,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,False,809826,708158,17256,7430,,682,21,2.8409981727600098,6.1720006465911865,0.965998649597168,535.3530988693237,93.79367462700796,14.755489122750317,42.510474860335194,21.907003943560603,546.4040968418121

25,829,0.3626788442322666,0.594122648241327,47,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,False,853486,742074,17231,7726,,692,20,2.7671420574188232,6.09931492805481,0.9339962005615234,645.2502627372742,93.14647981314647,13.68024784754494,44.19809124767225,20.893510494896976,656.1287279129028

28,601,0.6010072700752347,0.5642132245761808,93,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,False,783312,644727,16904,7741,,501,13,1.4838461875915527,4.566000699996948,0.5165674686431885,498.45178627967834,91.51544401544402,11.066903083509926,44.67527932960894,17.739419777477387,506.15720415115356

27,613,0.6284677143336073,0.567295887944914,136,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,False,831970,703642,17194,7790,,518,13,1.6559998989105225,4.863999128341675,0.5,589.794805765152,92.05240955240956,11.888596369682695,44.937150837988824,18.802732020891927,597.8858089447021

29,751,0.4772350165052989,0.5621920775987017,138,kendal,initial,euclid_jaccard,euclid_jaccard,2,3,False,463982,368312,12500,7454,,600,7,2.3399999141693115,5.449999094009399,0.37800097465515137,319.0389609336853,92.329710663044,12.002705924040846,43.365921787709496,18.80156427400025,328.29184556007385

30,883,0.2677535879286841,0.6371793575228523,78,kendal,initial,euclid_jaccard,euclid_jaccard,2,3,False,816493,723546,16851,6825,,675,8,3.799999713897705,5.844001770019531,0.4160037040710449,511.08728790283203,94.54800038133372,16.126354732373656,39.57169459962756,22.91452545028727,522.1824097633362

31,882,0.2552803206499918,0.6051279422477097,79,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,False,839804,737920,17255,7465,,737,12,3.347120761871338,6.340564489364624,0.8219943046569824,636.9907677173615,93.7022737022737,14.635887672536887,42.94692737430167,21.831735889243873,648.544456243515

32,703,0.4324315580948104,0.5813825287290529,77,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,False,837447,716528,17138,7781,,593,17,2.1149978637695312,5.333998441696167,1.0629868507385254,620.3070375919342,92.45006911673578,12.54947764583739,45.018621973929235,19.627543512457503,629.8935656547546

33,695,0.4516408872495643,0.5809645748901627,68,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,False,769445,649085,16611,7730,,587,19,2.4209988117218018,5.186000108718872,0.6959230899810791,506.881769657135,92.48426998426999,12.5642490005711,44.80912476722533,19.625584625775783,516.2596952915192

34,680,0.4739272234868363,0.585241563373709,72,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,False,545512,444525,13267,7457,,565,14,2.001028060913086,4.960877418518066,0.53299880027771,392.08270955085754,92.57960341293675,12.387165668329635,43.20297951582867,19.253861016377712,400.66361117362976

35,781,0.4888118866864897,0.5862921245144606,92,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,False,817585,705966,17112,7645,,643,11,2.8359930515289307,5.81975793838501,0.5600001811981201,545.699732542038,92.88872205538871,13.20424669634043,44.36685288640596,20.351560935894184,556.0164978504181

36,736,0.555883499494487,0.5607312242535738,89,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,False,866686,727369,17565,8202,,603,22,2.460000991821289,5.249999761581421,0.9189980030059814,600.0601212978363,91.92204108870776,11.849941949005594,45.73440409683426,18.822824980540084,609.9741203784943

37,729,0.4248527274751505,0.5606140013087885,53,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,False,844632,715478,17203,8157,,612,21,2.348952293395996,6.178340435028076,1.1400136947631836,734.8931498527527,91.5944515944516,11.61726618705036,46.98556797020484,18.62858197591251,745.7379713058472

38,918,0.6996018985723298,0.5610598590464747,55,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,False,835851,728536,17222,8215,,751,24,4.812519550323486,7.80203914642334,1.8490004539489746,687.0818772315979,92.43600743600744,12.972739489345365,47.189245810055866,20.350850775485622,702.8334405422211

39,738,0.6945387137379925,0.6523201403879461,56,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,False,844344,747632,17311,6939,,634,25,2.103154420852661,5.7484800815582275,1.123006820678711,672.7524893283844,94.82279898946565,16.954825720397633,39.20507448789572,23.672235984469157,683.309093952179

40,929,0.6992418942201754,0.6482635909583088,54,kendal,ranked,euclid_jaccard,euclid_jaccard,5,3,False,864532,778790,17184,6873,,805,20,4.319998741149902,7.37334680557251,2.1260054111480713,759.4211864471436,94.91241241241242,17.387302155514075,39.57169459962756,24.159309327980388,774.4665379524231
41,921,0.3048906294515072,0.6855794214666628,38,kendal,ranked,euclid_jaccard,euclid_jaccard,5,3,False,858756,765488,17415,6507,,633,24,7.506525754928589,9.255518198013306,1.7379858493804932,1052.4102010726929,95.48572381905716,19.003833712711156,36.923882681564244,25.092936802973973,1073.231437921524
42,785,0.5734963431838541,0.5589402889180288,43,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,False,834591,715563,17227,8239,,670,22,3.2639987468719482,8.795999765396118,1.2919986248016357,1222.0541636943817,91.84589351256018,11.978749295105809,46.97392923649907,19.0895116471562,1237.8415825366974
