trial_id,max_num_of_clusters,max_dissimilarity_distance,similarity_threshold,window_size,metric,similarity_vectors,embedding_distance_metric,distance_metric,number_of_permutations,ngrams,char_tokenization,num_of_comparisons,diffObjectsComparedSuccess,sameObjectsCompared,sameObjectsComparedSuccess,selection_variance,selectedNumOfPrototypes,averageBucketSize,prototypesTime,embeddingsTime,wtaTime,similarityTime,Accuracy,Precision,Recall,F1,Time
0,328,0.8297981385901521,0.648870429966879,85,kendal,initial,euclid_jaccard,euclid_jaccard,3,3,True,257313,239323,2566,2475,,242,178,1.180877447128296,7.848973751068115,0.30700039863586426,150.2768771648407,98.86893415953593,12.84835113794705,78.64250177683013,22.088032737798184,161.0635130405426
1,639,0.6278441802741443,0.7174743016886151,8,kendal,initial,euclid_jaccard,euclid_jaccard,5,3,True,1082499,1055512,3695,3400,,458,40,5.258462429046631,16.119567155838013,0.8754444122314453,665.113531589508,98.56233214590256,11.446164991397264,89.8365316275764,20.305220883534137,688.8738148212433
2,709,0.6778686484731326,0.5881860906775542,85,kendal,initial,euclid_jaccard,euclid_jaccard,1,3,True,121377,111919,1416,1370,,477,52,6.5004236698150635,17.302217960357666,0.3670823574066162,71.61991572380066,99.31275361499857,14.55588610284743,48.685145700071075,22.411254703091778,97.25265717506409
3,291,0.20733345567581152,0.4540079407091681,34,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,634178,546741,3613,3568,,291,115,1.068713903427124,10.568568229675293,0.4598855972290039,410.13620686531067,94.59650175216674,3.546925566343042,97.37029140014215,6.844524380495604,423.9966826438904
4,550,0.22689043876957554,0.7470574038496333,10,kendal,initial,euclid_jaccard,euclid_jaccard,4,3,True,843337,812325,3762,3495,,549,40,3.282161235809326,18.55033254623413,0.8174619674682617,1025.5654199123383,98.46894604108843,10.808266655256514,89.76545842217483,19.293488638533514,1051.5179286003113
